time_s,reference_deg,angle_deg,error_deg,velocity_rad_s,tension_N,moment_arm_m,torque_raw_Nm,torque_applied_Nm,P_Nm,I_Nm,damping_Nm,saturated,fixed_excitation,TRIlong_activation,TRIlong_fiber_length_m,TRIlong_path_length_m,TRIlong_tendon_force_N,TRIlat_activation,TRIlat_fiber_length_m,TRIlat_path_length_m,TRIlat_tendon_force_N,TRImed_activation,TRImed_fiber_length_m,TRImed_path_length_m,TRImed_tendon_force_N,BIClong_activation,BIClong_fiber_length_m,BIClong_path_length_m,BIClong_tendon_force_N,BICshort_activation,BICshort_fiber_length_m,BICshort_path_length_m,BICshort_tendon_force_N,BRA_activation,BRA_fiber_length_m,BRA_path_length_m,BRA_tendon_force_N
3.11,78.92548245200003,72.53628068847861,6.3892017635214176,0.13235892538919466,30.40003418504469,0.11004521245163819,3.345378220430306,3.345378220430306,3.345378220430306,0.0,-0.0,0,0.01,0.01,0.16402743581707535,0.3062258343052676,58.244333419634295,0.01,0.09854538260320461,0.1952271454411869,6.338425641324101,0.01,0.09349134376023384,0.1828549489221464,6.151947627728523,0.01,0.11493108260266015,0.3880064911872391,5.722461503007447,0.01,0.1122861272219022,0.30511902223786647,3.8615703630959866,0.01,0.07521305052798825,0.12886612115403673,9.102178433019368
3.12,79.00056545659262,72.6108199855662,6.389745471026427,0.12787029166404196,30.384947105060437,0.11010922261757079,3.345662905014213,3.345662905014213,3.345662905014213,0.0,-0.0,0,0.01,0.01,0.1640517082825288,0.3062513311871584,58.30958308223301,0.01,0.09857090473063432,0.19525264232307765,6.326624670206014,0.01,0.09351676822668542,0.18288044580403715,6.1407639741926126,0.01,0.11487089542905003,0.38794805583426695,5.738341314999152,0.01,0.11222674489977627,0.3050605868848943,3.869953479978443,0.01,0.07518723053533952,0.12884048833397171,9.115859218381585
3.13,79.07234471007408,72.68278539582776,6.389559314246305,0.12337491805028943,30.367030633113302,0.11017097700372279,3.3455654335520713,3.3455654335520713,3.3455654335520713,0.0,-0.0,0,0.01,0.01,0.1640751513530601,0.30627595062107144,58.372198451561516,0.01,0.09859556662759046,0.1952772617569907,6.314763599072045,0.01,0.09354133440572102,0.1829050652379502,6.129506483501926,0.01,0.114812703497576,0.38789161063474925,5.7541902001369545,0.01,0.1121693489626315,0.3050041416853766,3.878376163028891,0.01,0.07516227480335015,0.12881572104519454,9.129640100458623
3.14,79.14086604799994,72.75216155626839,6.388704491731552,0.11883314046871123,30.34658143332568,0.11023046720697466,3.3451178495299927,3.3451178495299927,3.3451178495299927,0.0,-0.0,0,0.01,0.01,0.16409776125089906,0.3062996870278717,58.43204002748957,0.01,0.09861936728261521,0.19530099816379098,6.302723392253799,0.01,0.0935650408604084,0.18292880164475048,6.118060085846854,0.01,0.11475650479764812,0.3878371706123036,5.770162821866541,0.01,0.11211394425936125,0.30494970166293095,3.8869287302640694,0.01,0.07513818879321714,0.12879182667200198,9.143661978234876
3.15,79.20617731481471,72.81891249608069,6.387264818734028,0.11421262908699283,30.32400746379418,0.11028766704085145,3.344364038511227,3.344364038511227,3.344364038511227,0.0,-0.0,0,0.01,0.01,0.16411952731011795,0.3063225277873236,58.48896431632827,0.01,0.09864229821343466,0.1953238389232429,6.290399811626821,0.01,0.09358787873922403,0.1829516424042024,6.106324270603817,0.01,0.11470231538205575,0.3877847668790322,5.786396479925568,0.01,0.11206055309543454,0.3048972979296596,3.8956896302272326,0.01,0.07511498530747573,0.12876881963982706,9.158044073242097
3.16,79.26832838162963,72.88298622791605,6.385342153713575,0.10948972588069712,30.299804943129693,0.11034253651915735,3.3433573334606326,3.3433573334606326,3.3433573334606326,0.0,-0.0,0,0.01,0.01,0.1641404334041446,0.30634445480575334,58.542832863496166,0.01,0.09866434482067798,0.1953457659416726,6.277708351200474,0.01,0.0936098331452493,0.1829735694226321,6.094217849527545,0.01,0.11465016650150107,0.3877344430619591,5.803004592095571,0.01,0.11200921206387106,0.30484697411258643,3.904721814278728,0.01,0.07509268300286855,0.1287467198545155,9.17287849181142
3.17,79.32737116400006,72.94431997018,6.383051193820064,0.10465031430089641,30.274532285857212,0.1103950263577396,3.3421577896654453,3.3421577896654453,3.3421577896654453,0.0,-0.0,0,0.01,0.01,0.16416045959417094,0.3063654463011307,58.593520823999896,0.01,0.09868548799678072,0.19536675743704995,6.264588060600009,0.01,0.0936308847565241,0.18299456091800945,6.081682637046867,0.01,0.11460010107163236,0.38768625122022293,5.820071584353309,0.01,0.11195996826726087,0.3047987822708503,3.914069979068494,0.01,0.07507130465535469,0.1287255509143132,9.188226276585972
3.18,79.38335963970368,73.00284572638064,6.380513913323047,0.09969020097690753,30.248782374206638,0.11044508275984716,3.340829272703858,3.340829272703858,3.340829272703858,0.0,-0.0,0,0.01,0.01,0.16417958391069112,0.30638547871178545,58.64092470234374,0.01,0.09870570590207306,0.1953867898477048,6.2510041458142656,0.01,0.09365101160927573,0.1830145933286643,6.068685940923591,0.01,0.11455216967219081,0.38764024746838643,5.837649334929333,0.01,0.11191287513704919,0.3047527785190138,3.92375876097711,0.01,0.07505087527034908,0.12870533818916932,9.204115059530759
3.19,79.43634986651851,73.05849594289259,6.377853923625911,0.09461501300662412,30.22315454837217,0.11049265224814847,3.339436505355333,3.339436505355333,3.339436505355333,0.0,-0.0,0,0.01,0.01,0.16419778417809144,0.3064045286332796,58.68496894073689,0.01,0.09872497581622525,0.19540583976919892,6.236949294120241,0.01,0.09367019095213311,0.1830336432501584,6.055221812846333,0.01,0.11450642628991231,0.38759648752582626,5.85575525235991,0.01,0.11186798806617046,0.3047090185764536,3.933791918986148,0.01,0.07503142013460604,0.12868610686424203,9.220538354178567
3.2,79.4864000000001,73.11120897506966,6.37519102493045,0.08943963697613963,30.198227646448455,0.11053768631522409,3.3380422148588473,3.3380422148588473,3.3380422148588473,0.0,-0.0,0,0.01,0.01,0.16421503979426216,0.3064225746908001,58.72561109140902,0.01,0.09874327597406432,0.19542388582671935,6.222443723695399,0.01,0.09368840108046912,0.18305168930767884,6.041311060103857,0.01,0.11446292401893135,0.38755502240625767,5.8743719976970965,0.01,0.11182536007025018,0.304667553456885,3.9441524994170654,0.01,0.07501296290480616,0.12866788004212132,9.237456452417483
3.21,79.53357031125918,73.1609341125708,6.372636198688374,0.08418724641916901,30.174535314142815,0.11058014568339403,3.3367045109666305,3.3367045109666305,3.3367045109666305,0.0,-0.0,0,0.01,0.01,0.16423133338333704,0.3064395992615375,58.76284537543087,0.01,0.09876058730000013,0.19544091039745676,6.207534006993253,0.01,0.09370562306539534,0.18306871387841625,6.027000066304455,0.01,0.1144217109243583,0.3875158944456471,5.893448794019829,0.01,0.11178503768148877,0.30462842549627445,3.9548039360247857,0.01,0.07499552382208897,0.12865067699152494,9.254798824097062
3.22,79.57792320474071,73.20763594664614,6.370287258094571,0.0788879820973429,30.152544640709245,0.11062000399278092,3.3354746085477616,3.3354746085477616,3.3354746085477616,0.0,-0.0,0,0.01,0.01,0.1642466522494201,0.3064555899723806,58.79670450508042,0.01,0.09877689496440717,0.19545690110829986,6.192290760509342,0.01,0.09372184230116852,0.18308470458925935,6.012358511406976,0.01,0.11438282625713748,0.38747913384213706,5.912904204788289,0.01,0.11174705725896521,0.3045916648927644,3.965692002610179,0.01,0.0749791181319305,0.12863451161952047,9.272467856073396
3.23,79.619523236,73.25129790308506,6.3682253329149585,0.07357736350360013,30.132638971141578,0.11065725077188676,3.3343949870483414,3.3343949870483414,3.3343949870483414,0.0,-0.0,0,0.01,0.01,0.1642609895719318,0.3064705409122614,58.82725972825318,0.01,0.09879218969762973,0.19547185204818063,6.176805333179405,0.01,0.0937370498071883,0.1830996555291401,5.997476119966896,0.01,0.11434629718251182,0.3874447558495868,5.932630207421148,0.01,0.1117114418708224,0.3045572869002142,3.976747502757304,0.01,0.0749637547754914,0.12861939123031332,9.290343713578437
